method,speed_p95,speed_tv,acceleration_p95,acceleration_tv
reference_finite_difference,2.3017304952894557,3057.830358806314,13.745146779961846,23045.264346138723
kalman_rts_state,1.8138329927420347,2622.206043084876,11.41476751965504,21030.993006655008
